,index,agency_cd,site_no,station_nm,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,parameter_code
20929,6940,USGS,09430010,"WEST FORK GILA RIVER AT GILA CLIFF DWELLINGS, NM",33.22919444,-108.26525000,1,NAD83,00060
20930,6941,USGS,09430020,"W FORK GILA R BLW MDL FORK NR GILA HOT SPRINGS, NM",33.22186110,-108.24197220,1,NAD83,00060
20931,6942,USGS,09430030,"GILA RIVER NR GILA HOT SPRINGS, NM",33.17972220,-108.20627780,T,NAD83,00060
20932,6943,USGS,09430500,"GILA RIVER NEAR GILA, NM",33.06150278,-108.53738610,S,NAD83,00060
20933,6944,USGS,09430600,"MOGOLLON CREEK NEAR CLIFF, NM",33.16666667,-108.64972220,U,NAD83,00060
20934,6945,USGS,09431500,"GILA RIVER NEAR REDROCK, NM",32.72694444,-108.67555560,U,NAD83,00060
20935,6946,USGS,09432000,"GILA RIVER BELOW BLUE CREEK, NEAR VIRDEN, NM",32.64818333,-108.84608890,1,NAD83,00060
20936,6947,USGS,09439000,"GILA RIVER AT DUNCAN, AZ",32.72444444,-109.09916670,M,NAD83,00060
20937,6948,USGS,09442000,"GILA RIVER NEAR CLIFTON, AZ",32.96527778,-109.30861110,S,NAD83,00060
20938,6949,USGS,09442681,"SAN FRANCISCO RIVER AT RESERVE, NM",33.71710556,-108.75721940,B,NAD83,00060
20939,6950,USGS,09444000,"SAN FRANCISCO RIVER NEAR GLENWOOD, NM",33.24716667,-108.88000000,S,NAD83,00060
20940,6951,USGS,09444200,"BLUE RIVER NEAR CLIFTON, AZ.",33.29089456,-109.19618320,T,NAD83,00060
20941,6952,USGS,09444500,"SAN FRANCISCO RIVER AT CLIFTON, AZ.",33.04950776,-109.29590470,T,NAD83,00060
20942,6953,USGS,09446320,"EAGLE CREEK AT EAGLE SCHOOL RD, NEAR MORENCI, AZ",33.35905556,-109.49152780,5,NAD83,00060
20943,6954,USGS,09446500,"EAGLE CREEK NR DOUBLE CIRCLE RANCH, NR MORENCI, AZ",33.30005996,-109.49230240,T,NAD83,00060
20944,6955,USGS,09447000,"EAGLE CREEK ABOVE PUMPING PLANT, NEAR MORENCI, AZ.",33.06450620,-109.44229780,T,NAD83,00060
20945,6956,USGS,09447800,"BONITA CREEK NEAR MORENCI, AZ.",32.95561778,-109.53118760,T,NAD83,00060
20946,6957,USGS,09448500,"GILA RIVER AT HEAD OF SAFFORD VALLEY, NR SOLOMON,",32.88272220,-109.47960560,1,NAD83,00060
20947,6958,USGS,09457000,"SAN SIMON RIVER NEAR SOLOMON, ARIZ.",32.80173270,-109.63924460,T,NAD83,00060
20948,6959,USGS,09466500,"GILA RIVER AT CALVA, AZ.",33.18561278,-110.22009030,T,NAD83,00060
20949,6960,USGS,09468500,"SAN CARLOS RIVER NEAR PERIDOT, AZ.",33.29644678,-110.45148760,T,NAD83,00060
20950,6961,USGS,09469500,"GILA RIVER BELOW COOLIDGE DAM, AZ.",33.16950550,-110.53121090,T,NAD83,00060
20951,6962,USGS,09470500,"SAN PEDRO RIVER AT PALOMINAS, AZ.",31.38010095,-110.11118820,T,NAD83,00060
20952,6963,USGS,09470700,"BANNING CREEK NEAR BISBEE, AZ",31.50347220,-110.00527780,S,NAD83,00060
20953,6964,USGS,09470750,"RAMSEY CANYON NEAR SIERRA VISTA, AZ",31.44666667,-110.30583330,S,NAD83,00060
20954,6965,USGS,09470800,"GARDEN CANYON NEAR FORT HUACHUCA, AZ",31.47287518,-110.34785880,T,NAD83,00060
20955,6966,USGS,09471000,"SAN PEDRO RIVER AT CHARLESTON, AZ.",31.62592644,-110.17452260,T,NAD83,00060
20956,6967,USGS,09471310,"HUACHUCA CANYON NEAR FORT HUACHUCA, AZ",31.51805556,-110.38722220,S,NAD83,00060
20957,6968,USGS,09471380,"UPPER BABOCOMARI RIVER NEAR HUACHUCA CITY, AZ",31.63500000,-110.42472220,S,NAD83,00060
20958,6969,USGS,09471400,"BABOCOMARI RIVER NEAR TOMBSTONE, AZ.",31.70027778,-110.22638890,S,NAD83,00060
20959,6970,USGS,09471550,"SAN PEDRO RIVER NEAR TOMBSTONE, AZ",31.75092240,-110.20118820,T,NAD83,00060
20960,6971,USGS,09472050,"SAN PEDRO R AT REDINGTON BRIDGE NR REDINGTON, AZ",32.44618273,-110.48841830,S,NAD83,00060
20961,6972,USGS,09473000,"ARAVAIPA CREEK NEAR MAMMOTH, AZ.",32.84423324,-110.63010000,T,NAD83,00060
20962,6973,USGS,09474000,"GILA RIVER AT KELVIN, AZ.",33.10284040,-110.97650140,T,NAD83,00060
20963,6974,USGS,09475500,"FLORENCE-CASA GRANDE CANAL, NEAR FLORENCE, AZ.",33.08756140,-111.28678650,T,NAD83,00060
20964,6975,USGS,09478500,"QUEEN CREEK BELOW WHITLOW DAM NR SUPERIOR, AZ.",33.29922128,-111.27762630,T,NAD83,00060
20965,6976,USGS,09479350,"GILA RIVER NEAR MARICOPA, AZ.",33.16866100,-112.00736480,S,NAD83,00060
20966,6977,USGS,09480000,"SANTA CRUZ RIVER NEAR LOCHIEL, AZ",31.35537817,-110.58952640,T,NAD83,00060
20967,6978,USGS,09480500,"SANTA CRUZ RIVER NEAR NOGALES, AZ.",31.34454430,-110.85147400,T,NAD83,00060
20968,6979,USGS,09481000,"NOGALES WASH AT NOGALES, AZ",31.34327220,-110.93167220,1,NAD83,00060
20969,6980,USGS,09481740,"SANTA CRUZ RIVER AT TUBAC, AZ.",31.61286778,-111.04147920,S,NAD83,00060
20970,6981,USGS,09482000,"SANTA CRUZ RIVER AT CONTINENTAL, AZ",31.87147280,-110.98009050,T,NAD83,00060
20971,6982,USGS,09482440,"SANTA CRUZ RIVER AT SILVERLAKE RD, AT TUCSON, AZ",32.20011110,-110.98783330,1,NAD83,00060
20972,6983,USGS,09482490,SANTA CRUZ RIVER AT STARR PASS GCS AT TUCSON AZ,32.20705278,-110.98853330,S,NAD83,00060
20973,6984,USGS,09482495,"SANTA CRUZ RIVER AT MISSION LANE GCS AT TUCSON, AZ",32.21422220,-110.98330560,5,NAD83,00060
20974,6985,USGS,09482500,"SANTA CRUZ RIVER AT TUCSON, AZ",32.22118727,-110.98175890,T,NAD83,00060
20975,6986,USGS,09484000,"SABINO CREEK NEAR TUCSON, AZ",32.31472220,-110.81091670,S,NAD83,00060
20976,6987,USGS,09484500,"TANQUE VERDE CREEK AT TUCSON, AZ.",32.26535338,-110.84119900,S,NAD83,00060
20977,6988,USGS,09484550,"CIENEGA CREEK NEAR SONOITA, AZ.",31.86555556,-110.57000000,S,NAD83,00060
20978,6989,USGS,09484580,"BARREL CANYON NEAR SONOITA, AZ",31.86175124,-110.69119300,T,NAD83,00060
20979,6990,USGS,09484600,"PANTANO WASH NEAR VAIL, AZ.",32.03591410,-110.67758180,T,NAD83,00060
20980,6991,USGS,09485000,"RINCON CREEK NEAR TUCSON, AZ.",32.12952258,-110.62591400,T,NAD83,00060
20981,6992,USGS,09485450,"PANTANO WASH AT BROADWAY BLVD. AT TUCSON, AZ.",32.22063190,-110.82953100,S,NAD83,00060
20982,6993,USGS,09485700,"RILLITO CREEK AT DODGE BOULEVARD, AT TUCSON, AZ.",32.27146430,-110.91453540,S,NAD83,00060
20983,6994,USGS,09486055,"RILLITO CREEK AT LA CHOLLA BLVD NEAR TUCSON, AZ.",32.30340807,-111.01204060,S,NAD83,00060
20984,6995,USGS,09486350,"CANADA DEL ORO BLW INA ROAD, NEAR TUCSON, AZ.",32.33618529,-111.04204290,S,NAD83,00060
20985,6996,USGS,09486500,"SANTA CRUZ RIVER AT CORTARO, AZ",32.35118490,-111.09454470,T,NAD83,00060
20986,6997,USGS,09486520,"SANTA CRUZ RIVER AT TRICO ROAD, NR MARANA, AZ.",32.47145874,-111.30760740,S,NAD83,00060
20987,6998,USGS,09486800,"ALTAR WASH NEAR THREE POINTS, AZ.",31.83897238,-111.40426940,T,NAD83,00060
20988,6999,USGS,09487000,"BRAWLEY WASH NEAR THREE POINTS, AZ.",32.07563364,-111.33871560,T,NAD83,00060
20989,7000,USGS,09489000,"SANTA CRUZ RIVER NEAR LAVEEN, AZ.",33.23226977,-112.16959300,T,NAD83,00060
20990,7001,USGS,09489500,"BLACK RVR BLW PUMPING PLANT, NR POINT OF PINES, AZ",33.47672039,-109.76397750,T,NAD83,00060
20991,7002,USGS,09490500,"BLACK RIVER NEAR FORT APACHE, AZ.",33.71282949,-110.21176740,T,NAD83,00060
20992,7003,USGS,09492400,"EAST FORK WHITE RIVER NEAR FORT APACHE, AZ.",33.82227230,-109.81454130,T,NAD83,00060
20993,7004,USGS,09494000,"WHITE RIVER NEAR FORT APACHE, AZ.",33.73644059,-110.16676700,T,NAD83,00060
20994,7005,USGS,09496500,"CARRIZO CREEK NEAR SHOW LOW, AZ.",33.98588090,-110.28094170,T,NAD83,00060
20995,7006,USGS,09497500,"SALT RIVER NEAR CHRYSOTILE, AZ",33.79810588,-110.49982920,T,NAD83,00060
20996,7007,USGS,09497800,"CIBECUE CREEK NEAR CHRYSOTILE, AZ",33.84310530,-110.55760920,T,NAD83,00060
20997,7008,USGS,09497980,"CHERRY CREEK NEAR GLOBE, AZ",33.82782620,-110.85622660,T,NAD83,00060
20998,7009,USGS,09498400,"PINAL CREEK AT INSPIRATION DAM, NR GLOBE, AZ.",33.57310680,-110.90122510,T,NAD83,00060
20999,7010,USGS,09498500,"SALT RIVER NEAR ROOSEVELT, AZ",33.61949490,-110.92150370,T,NAD83,00060
21000,7011,USGS,094985005,"PINTO CREEK ABOVE HAUNTED CANYON NR MIAMI, AZ",33.40583330,-110.99861110,S,NAD83,00060
21001,7012,USGS,09498501,"PINTO CREEK BLW HAUNTED CANYON NR MIAMI, AZ",33.41866469,-111.00956090,S,NAD83,00060
21002,7013,USGS,09498502,"PINTO CREEK NEAR MIAMI, AZ",33.48782970,-110.99539420,S,NAD83,00060
21003,7014,USGS,09498503,"SOUTH FORK PARKER CREEK NEAR ROOSEVELT, AZ",33.79726985,-110.96039530,S,NAD83,00060
21004,7015,USGS,09499000,"TONTO CREEK ABOVE GUN CREEK, NEAR ROOSEVELT, AZ",33.98004130,-111.30346590,T,NAD83,00060
21005,7016,USGS,09502000,"SALT RIVER BLW STEWART MOUNTAIN DAM, AZ.",33.55282304,-111.57652430,T,NAD83,00060
21006,7017,USGS,09502800,"WILLIAMSON VALLEY WASH NEAR PAULDEN, AZ",34.86668650,-112.61323080,T,NAD83,00060
21007,7018,USGS,09502830,"BIG CHINO WASH AT PAULDEN, AZ",34.87036110,-112.46994440,1,NAD83,00060
21008,7019,USGS,09502900,"DEL RIO SPRINGS NEAR CHINO VALLEY, AZ",34.82557690,-112.44461480,S,NAD83,00060
21009,7020,USGS,09502960,"GRANITE CREEK AT PRESCOTT, AZ",34.55196864,-112.46239130,F,NAD83,00060
21010,7021,USGS,09503000,"GRANITE CREEK NEAR PRESCOTT, AZ",34.56307975,-112.44489090,S,NAD83,00060
21011,7022,USGS,09503300,"GRANITE CREEK BELOW WATSON LAKE NEAR PRESCOTT, AZ",34.61361110,-112.41722220,S,NAD83,00060
21012,7023,USGS,09503700,"VERDE RIVER NEAR PAULDEN, AZ",34.89502016,-112.34294680,T,NAD83,00060
21013,7024,USGS,09503990,"SYCAMORE CREEK ABOVE VERDE RVR, NEAR CLARKDALE, AZ",34.86486110,-112.07416670,5,NAD83,00060
21014,7025,USGS,09504000,"VERDE RIVER NEAR CLARKDALE, AZ",34.85224160,-112.06599400,1,NAD83,00060
21015,7026,USGS,09504420,"OAK CREEK NEAR SEDONA, AZ",34.86168418,-111.76182270,T,NAD83,00060
21016,7027,USGS,09504500,"OAK CREEK NEAR CORNVILLE, AZ",34.76446436,-111.89098850,T,NAD83,00060
21017,7028,USGS,09504950,"VERDE RIVER ABOVE CAMP VERDE, AZ",34.61169720,-111.89843060,1,NAD83,00060
21018,7029,USGS,09505200,"WET BEAVER CREEK NEAR RIMROCK, AZ",34.67474409,-111.67209400,T,NAD83,00060
21019,7030,USGS,09505350,"DRY BEAVER CREEK NEAR RIMROCK, AZ",34.72863146,-111.77570800,T,NAD83,00060
21020,7031,USGS,09505800,"WEST CLEAR CREEK NEAR CAMP VERDE, AZ",34.53863606,-111.69403560,T,NAD83,00060
21021,7032,USGS,09506000,"VERDE RIVER NEAR CAMP VERDE, AZ",34.44836050,-111.78987050,S,NAD83,00060
21022,7033,USGS,09507480,"FOSSIL CREEK NEAR STRAWBERRY, AZ",34.39430556,-111.63000000,M,NAD83,00060
21023,7034,USGS,09507580,"EAST VERDE R DIV FROM EAST CLEAR CR NR PINE, AZ",34.41780739,-111.26374690,T,NAD83,00060
21024,7035,USGS,09507980,"EAST VERDE RIVER NEAR CHILDS, AZ",34.27642068,-111.63875610,T,NAD83,00060
21025,7036,USGS,09508300,"WET BOTTOM CREEK NEAR CHILDS, AZ",34.16086787,-111.69292350,T,NAD83,00060
21026,7037,USGS,09508500,"VERDE RVR BLW TANGLE CREEK, ABV HORSESHOE DAM, AZ",34.07309220,-111.71625690,T,NAD83,00060
21027,7038,USGS,09510000,"VERDE RIVER BELOW BARTLETT DAM, AZ",33.80837509,-111.66347290,T,NAD83,00060
21028,7039,USGS,09510200,"SYCAMORE CREEK NEAR FORT MCDOWELL, AZ",33.69421054,-111.54180200,T,NAD83,00060
21029,7040,USGS,09511300,"VERDE RIVER NEAR SCOTTSDALE, AZ",33.55865570,-111.66930430,T,NAD83,00060
21030,7041,USGS,09512162,"INDIAN BEND WASH AT CURRY ROAD, TEMPE, AZ.",33.44032290,-111.91514340,S,NAD83,00060
21031,7042,USGS,09512165,"SALT RIVER AT PRIEST DRIVE NEAR PHOENIX, AZ.",33.43948927,-111.96097810,S,NAD83,00060
21032,7043,USGS,09512280,"CAVE CREEK BLW COTTONWOOD CR NEAR CAVE CREEK, AZ.",33.88725977,-111.95403880,T,NAD83,00060
21033,7044,USGS,09512450,"AGUA FRIA RIVER NEAR HUMBOLDT, AZ",34.48527778,-112.23750000,T,NAD83,00060
21034,7045,USGS,09512500,"AGUA FRIA RIVER NEAR MAYER, AZ",34.31530730,-112.06404550,T,NAD83,00060
21035,7046,USGS,09512800,"AGUA FRIA RIVER NEAR ROCK SPRINGS, AZ",34.01558948,-112.16793780,T,NAD83,00060
21036,7047,USGS,09513780,"NEW RIVER NEAR ROCK SPRINGS, AZ.",33.97420168,-112.09904580,T,NAD83,00060
21037,7048,USGS,09513860,"SKUNK CREEK NEAR PHOENIX, AZ",33.72920456,-112.11987550,T,NAD83,00060
21038,7049,USGS,09514100,"GILA RIVER AT ESTRELLA PARKWAY, NEAR GOODYEAR, AZ",33.38754270,-112.39238080,F,NAD83,00060
21039,7050,USGS,09516500,"HASSAYAMPA RIVER NEAR MORRISTOWN, AZ.",33.88503188,-112.66211980,T,NAD83,00060
21040,7051,USGS,09517000,"HASSAYAMPA RIVER NEAR ARLINGTON, AZ",33.34726408,-112.72572590,T,NAD83,00060
21041,7052,USGS,09517490,CENTENNIAL WASH AT SOUTHERN PACIFIC RAILROAD BRDG,33.31031984,-112.88184230,S,NAD83,00060
21042,7053,USGS,09519000,"ENTERPRISE CANAL AT GILLESPIE DAM, AZ",33.22921040,-112.77155970,T,NAD83,00060
21043,7054,USGS,09519501,"GILA R BLW GILLESPIE DAM, AZ (LOW-FLOW STATION)",33.22921044,-112.76739290,T,NAD83,00060
21044,7055,USGS,09519800,"GILA RIVER BELOW PAINTED ROCK DAM, AZ",33.07504580,-113.01462170,T,NAD83,00060
21045,7056,USGS,09520280,"GILA RIVER NEAR DATELAND, AZ",32.88226860,-113.54130600,M,NAD83,00060
21046,7057,USGS,09520500,"GILA RIVER NEAR DOME, AZ",32.76087890,-114.42050190,T,NAD83,00060
21047,7058,USGS,09521100,"COLORADO R BLW YUMA MAIN CANAL WW AT YUMA, AZ",32.73171354,-114.63273060,T,NAD83,00060
21048,7059,USGS,09522400,"MITTRY LAKE DIVERSION AT IMPERIAL DAM, AZ",32.87948730,-114.46105900,T,NAD83,00060
21049,7060,USGS,09522500,"GILA GRAVITY MAIN CANAL AT IMPERIAL DAM, AZ-CA",32.87615405,-114.45578100,T,NAD83,00060
21050,7061,USGS,09522600,"NORTH GILA MAIN CANAL NEAR YUMA, AZ",32.80310010,-114.49522650,T,NAD83,00060
21051,7062,USGS,09522650,"NORTH GILA MAIN CANAL NO. 2 NEAR YUMA, AZ",32.75254574,-114.49355970,T,NAD83,00060
21052,7063,USGS,09522660,"GILA MONSTER FARMS TURNOUT NO. 1 NEAR YUMA, AZ",32.74500000,-114.47888890,S,NAD83,00060
21053,7064,USGS,09522680,"GILA MONSTER FARMS TURNOUT NO. 2 NEAR YUMA, AZ",32.74388889,-114.46166670,S,NAD83,00060
21054,7065,USGS,09522700,"WELLTON-MOHAWK MAIN CANAL NEAR YUMA, AZ",32.74226830,-114.43383560,T,NAD83,00060
21055,7066,USGS,09522710,YUMA IRRIGATION DISTRICT 15.4 LATERAL,32.73837950,-114.43911350,S,NAD83,00060
21056,7067,USGS,09522720,YUMA IRRIGATION DISTRICT 16.4 N. LATERAL,32.72115785,-114.42733530,S,NAD83,00060
21057,7068,USGS,09522730,YUMA IRRIGATION DISTRICT 16.4 S. LATERAL,32.72071340,-114.42725190,S,NAD83,00060
21058,7069,USGS,09522740,YUMA IRRIGATION DISTRICT 17.4 LATERAL,32.71663020,-114.43861340,S,NAD83,00060
21059,7070,USGS,09522750,YUMA IRRIGATION DISTRICT 18.2 LATERAL,32.70715829,-114.44761360,S,NAD83,00060
21060,7071,USGS,09522760,YUMA IRRIGATION DISTRICT 18.4 LATERAL,32.70338063,-114.44772470,S,NAD83,00060
21061,7072,USGS,09522770,YUMA IRRIGATION DIST 18.7 LATERAL,32.69949187,-114.44883580,S,NAD83,00060
21062,7073,USGS,09522800,"SOUTH GILA MAIN CANAL NEAR YUMA, AZ",32.69032550,-114.47605890,T,NAD83,00060
21063,7074,USGS,09522850,"GILA GRAVITY CANAL AT YUMA-MESA PUMPING PLANT, AZ",32.68305556,-114.47000000,T,NAD83,00060
21064,7075,USGS,09522860,CITY OF YUMA DIVERSION AT AVENUE 9E PUMPING PLANT,32.67888889,-114.47861100,S,NAD83,00060
21065,7076,USGS,09522880,"MCAS DIVERSION OF B CANAL NEAR YUMA, AZ",32.64888889,-114.58222220,S,NAD83,00060
21066,7077,USGS,09522900,"UNIT B CANAL NEAR YUMA, AZ",32.61782827,-114.62189650,T,NAD83,00060
21067,7078,USGS,09523000,"ALL-AMERICAN CANAL NR IMPERIAL DAM, CA-AZ",32.87143190,-114.48050400,T,NAD83,00060
21068,7079,USGS,09523200,"RESERVATION MAIN CANAL NEAR YUMA, AZ",32.81809980,-114.51467160,T,NAD83,00060
21069,7080,USGS,09523400,"TITSINK CANAL NEAR YUMA, AZ",32.82448865,-114.54189480,T,NAD83,00060
21070,7081,USGS,09523600,"YAQUI CANAL NEAR YUMA, AZ",32.80865585,-114.58828520,T,NAD83,00060
21071,7082,USGS,09523800,"PONTIAC CANAL NEAR YUMA, AZ",32.79365629,-114.61467480,T,NAD83,00060
21072,7083,USGS,09524000,"YUMA MAIN CANAL AT SIPHON DROP P.P. NR YUMA, AZ",32.77671230,-114.63550870,T,NAD83,00060
21073,7084,USGS,09524700,"YUMA MAIN CANAL ABOVE WASTEWAY NR WINTERHAVEN, CA",32.73408333,-114.62305560,5,NAD83,00060
21074,7085,USGS,09525000,"YUMA MAIN CANAL WASTEWAY AT YUMA, AZ",32.73338010,-114.62300800,T,NAD83,00060
21075,7086,USGS,09525500,"YUMA MAIN CANAL BLW COLORADO R. SIPHON AT YUMA, AZ",32.73032465,-114.61995240,T,NAD83,00060
21076,7087,USGS,09526000,DIVERSION FROM YUMA MAIN CANAL FOR YUMA MUNICIPAL,32.72638889,-114.61722220,S,NAD83,00060
21077,7088,USGS,09526200,"YPSILANTI CANAL NEAR WINTERHAVEN, CA",32.76837927,-114.65550930,S,NAD83,00060
21078,7089,USGS,09527590,COACHELLA CANAL ABOVE ALL-AMERICAN CANAL DIVERSION,32.71416667,-114.94388890,S,NAD83,00060
21079,7090,USGS,09527594,"COACHELLA CANAL NEAR NILAND, CA",33.25622220,-115.45116670,5,NAD83,00060
21080,7091,USGS,09527597,"COACHELLA CANAL NEAR DESERT BEACH, CA",33.53808109,-115.91860830,S,NAD83,00060
21081,7092,USGS,09527630,"BROCK RESERVOIR INLET NEAR CALEXICO, CA",32.70949320,-115.02544250,5,NAD83,00060
21082,7093,USGS,09527660,"BROCK RESERVOIR OUTLET NEAR CALEXICO, CA",32.70557669,-115.03444290,5,NAD83,00060
21083,7094,USGS,09527700,ALL-AMERICAN CANAL BELOW DROP 2 RESERVOIR OUTLET,32.70425000,-115.04811390,S,NAD83,00060
21084,7095,USGS,09528200,COCOPAH DIVERSION FROM WEST MAIN CANAL NR SOMERTON,32.61833333,-114.76166670,S,NAD83,00060
21085,7096,USGS,09528800,"LEVEE CANAL WASTEWAY NEAR YUMA, AZ",32.75865679,-114.52467180,T,NAD83,00060
21086,7097,USGS,09529000,"GILA DRAIN NO. 1 NEAR YUMA, AZ",32.75893456,-114.52244950,T,NAD83,00060
21087,7098,USGS,09529150,"NORTH GILA MAIN CANAL WASTEWAY NEAR YUMA, AZ",32.72699100,-114.50550440,T,NAD83,00060
21088,7099,USGS,09529250,"BRUCE CHURCH WASTEWAY NEAR YUMA, AZ",32.71532480,-114.53356080,T,NAD83,00060
21089,7100,USGS,09529300,"WELLTON-MOHAWK MAIN OUTLET DRAIN NR YUMA, AZ",32.74254606,-114.43689120,T,NAD83,00060
21090,7101,USGS,09529420,"SOUTH GILA TERMINAL CANAL WASTEWAY NR YUMA, AZ",32.69365900,-114.58134000,T,NAD83,00060
21091,7102,USGS,09530000,"RESERVATION MAIN DRAIN NO. 4 NEAR YUMA, AZ",32.73726888,-114.62189700,T,NAD83,00060
21092,7103,USGS,09530100,CITY OF YUMA INFLOW TO SEWAGE TREATMENT PLANT,32.72944444,-114.66527780,S,NAD83,00060
21093,7104,USGS,09530500,"DRAIN 8-B NEAR WINTERHAVEN, CA",32.74615776,-114.69439920,T,NAD83,00060
21094,7105,USGS,09535900,"QUITOBAQUITO SPRING NEAR LUKEVILLE, AZ",31.94367567,-113.02016530,S,NAD83,00060
21095,7106,USGS,09537200,"LESLIE CREEK NEAR MCNEAL, AZ.",31.59009610,-109.50895590,T,NAD83,00060
21096,7107,USGS,09537500,"WHITEWATER DRAW NEAR DOUGLAS, AZ.",31.35232457,-109.58506770,T,NAD83,00060
21097,7108,USGS,10010020,"GSL BREACH AT LAKESIDE, UT",41.22243040,-112.84997820,R,NAD83,00060
21098,7109,USGS,10011500,BEAR RIVER NEAR UTAH-WYOMING STATE LINE,40.96522540,-110.85350790,S,NAD83,00060
21099,7110,USGS,10016900,"BEAR RIVER AT EVANSTON, WY",41.26986110,-110.96369440,S,NAD83,00060
21100,7111,USGS,10020100,"BEAR RIVER ABOVE RESERVOIR, NEAR WOODRUFF, UT",41.43438990,-111.01768630,S,NAD83,00060
21101,7112,USGS,10020300,"BEAR RIVER BELOW RESERVOIR, NEAR WOODRUFF, UT",41.50550100,-111.01463170,S,NAD83,00060
21102,7113,USGS,10023000,"BIG CREEK NEAR RANDOLPH, UT",41.60994177,-111.25408760,S,NAD83,00060
21103,7114,USGS,10028500,"BEAR RIVER BELOW PIXLEY DAM, NEAR COKEVILLE, WY",41.93882917,-110.98546620,S,NAD83,00060
21104,7115,USGS,10032000,"SMITHS FORK NEAR BORDER, WY",42.29326620,-110.87240640,F,NAD83,00060
21105,7116,USGS,10038000,"BEAR RIVER BELOW SMITHS FORK, NR COKEVILLE, WY",42.12604658,-110.97379860,S,NAD83,00060
21106,7117,USGS,10039500,"BEAR RIVER AT BORDER, WY",42.21104338,-111.05380220,S,NAD83,00060
21107,7118,USGS,10068500,BEAR RIVER AT PESCADERO ID,42.40159290,-111.35687500,F,NAD83,00060
21108,7119,USGS,10092700,BEAR RIVER AT IDAHO-UTAH STATE LINE,42.01298080,-111.92134000,F,NAD83,00060
21109,7120,USGS,10105900,"LITTLE BEAR RIVER AT PARADISE, UT",41.57548980,-111.85522030,S,NAD83,00060
21110,7121,USGS,10108400,"CACHE HIGHLINE CANAL NEAR LOGAN, UTAH",41.74298686,-111.76188600,F,NAD83,00060
21111,7122,USGS,10109000,"LOGAN RIVER ABOVE STATE DAM, NEAR LOGAN, UT",41.74326439,-111.78272000,F,NAD83,00060
21112,7123,USGS,10113500,"BLACKSMITH FORK AB UP and L CO.'S DAM NR HYRUM, UT",41.62354520,-111.73882860,S,NAD83,00060
21113,7124,USGS,10125500,MALAD RIVER AT WOODRUFF ID,42.02972220,-112.22958330,S,NAD83,00060
21114,7125,USGS,10126000,"BEAR RIVER NEAR CORINNE, UT",41.57632130,-112.10078200,F,NAD83,00060
21115,7126,USGS,10128500,"WEBER RIVER NEAR OAKLEY, UT",40.73717210,-111.24796520,S,NAD83,00060
21116,7127,USGS,10129300,"WEBER RIVER NEAR PEOA, UTAH",40.75105998,-111.37047160,F,NAD83,00060
21117,7128,USGS,10129500,"WEBER RIVER NEAR WANSHIP, UT",40.79272607,-111.40491800,F,NAD83,00060
21118,7129,USGS,10129900,"SILVER CREEK NEAR SILVER CREEK JUNCTION, UT",40.73522634,-111.47603130,F,NAD83,00060
21119,7130,USGS,10130500,"WEBER RIVER NEAR COALVILLE, UT",40.89522527,-111.40186330,F,NAD83,00060
21120,7131,USGS,10131000,"CHALK CREEK AT COALVILLE, UT",40.92050285,-111.40158580,F,NAD83,00060
21121,7132,USGS,10132000,"WEBER RIVER AT ECHO, UT",40.96772450,-111.43769900,F,NAD83,00060
21122,7133,USGS,10132500,"LOST CREEK NEAR CROYDON, UTAH",41.18068056,-111.40045830,1,NAD83,00060
21123,7134,USGS,10133600,"MCLEOD CREEK NEAR PARK CITY, UT",40.68803889,-111.53371940,1,NAD83,00060
21124,7135,USGS,10133650,"E CANYON CR BL I-80 REST STOP NR PARK CITY, UT",40.72383750,-111.51964380,1,NAD83,00060
21125,7136,USGS,10133800,"EAST CANYON CREEK NEAR JEREMY RANCH, UT",40.75966979,-111.56409120,F,NAD83,00060
21126,7137,USGS,10133980,"EAST CANYON CREEK AB EAST CYN RES NR MORGAN, UTAH",40.86958610,-111.58662220,1,NAD83,00060
21127,7138,USGS,10134500,"EAST CANYON CREEK NEAR MORGAN, UT",40.92244629,-111.60715040,F,NAD83,00060
21128,7139,USGS,10136500,"WEBER RIVER AT GATEWAY, UT",41.13688780,-111.83243840,F,NAD83,00060
21129,7140,USGS,10136600,"WEBER RIVER AT I-84 AT UINTAH, UT",41.13708330,-111.91955560,5,NAD83,00060
21130,7141,USGS,10137000,"WEBER RIVER AT OGDEN, UTAH",41.22708330,-111.98729170,1,NAD83,00060
21131,7142,USGS,10137500,"SOUTH FORK OGDEN RIVER NEAR HUNTSVILLE, UT",41.26855226,-111.67410040,F,NAD83,00060
21132,7143,USGS,10140100,"OGDEN RIVER BL PINEVIEW RES NR HUNTSVILLE, UT",41.25438700,-111.85577270,F,NAD83,00060
21133,7144,USGS,10140700,"OGDEN RIVER NR GIBSON AVENUE AT OGDEN, UT",41.23181944,-111.98449720,5,NAD83,00060
21134,7145,USGS,10141000,"WEBER RIVER NEAR PLAIN CITY, UT",41.27827650,-112.09188660,F,NAD83,00060
21135,7146,USGS,10142000,"FARMINGTON CR ABV DIV NR FARMINGTON, UTAH",41.00133317,-111.87327240,F,NAD83,00060
21136,7147,USGS,10145400,"SALT CRK BL NEPHI POWERPLANT DIV NR NEPHI, UT",39.71717970,-111.73353960,S,NAD83,00060
21137,7148,USGS,10146000,"SALT CREEK AT NEPHI, UT",39.71301186,-111.80437590,F,NAD83,00060
